Word,Definition,Turkish Translation,Example Sentence,Part of Speech,Related Forms,Synonyms,Antonyms,Collocations,Topic,Lang,Phonetic,Audio,CEFR
full,Containing or holding as much or as many as possible; having no empty space,dolu,The room is full of people.,"adjective, noun","fuller, fullest","filled, packed","empty, vacant","full of, full capacity",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=full&tl=en&client=tw-ob,A2
fully,Completely or entirely; to the fullest extent,tamamen,The work is fully completed.,adverb,fully,"completely, entirely","partially, incompletely","fully understand, fully aware",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=fully&tl=en&client=tw-ob,A2
fun,"Enjoyment, amusement, or light-hearted pleasure",eğlence,We had a lot of fun at the party.,"noun, verb",funnily,"enjoyment, amusement","boredom, seriousness","have fun, fun activities",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=fun&tl=en&client=tw-ob,A1
function,An activity or purpose natural to or intended for a person or thing,işlev,The main function of the machine is to cut paper.,"noun, verb",functions,"role, purpose","malfunction, disfunction","primary function, proper function",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=function&tl=en&client=tw-ob,B2
fund,A sum of money saved or made available for a particular purpose,fon,They set up a fund for the project.,"noun, verb",funds,"capital, resources","debt, liability","raise a fund, establish a fund",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=fund&tl=en&client=tw-ob,A1
fundamental,Forming a necessary base or core; of central importance,temel,Freedom is a fundamental human right.,"adjective, noun",fundamentally,"basic, essential","secondary, minor","fundamental principle, fundamental change",văn hóa,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=fundamental&tl=en&client=tw-ob,B2
funny,Causing laughter or amusement; humorous,komik,He told a funny joke.,"adjective, noun","funnier, funniest","humorous, amusing","serious, solemn","funny story, funny moment",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=funny&tl=en&client=tw-ob,A2
fur,"The short, fine, soft hair of certain animals",kürk,The cat's fur is very soft.,"noun, verb",furs,"coat, pelt",none,"fur coat, fur trade",khác,en,/fɜː(ɹ)/,https://api.dictionaryapi.dev/media/pronunciations/en/fur-1-us.mp3,A1
furniture,"Large movable equipment, such as tables and chairs, used to make a house, office, or other space suitable for living or working",mobilya,They bought new furniture for the living room.,"noun, verb",furnishings,"furnishings, fittings",none,"wooden furniture, modern furniture",nghề nghiệp,en,/ˈfɜːnɪtʃə/,https://api.dictionaryapi.dev/media/pronunciations/en/furniture-us.mp3,B2
further,Over a greater expanse of space or time; for a longer way,daha fazla,We need to look further into the problem.,"adverb, adjective",furthest,"more, additional","closer, nearer","further research, further information",luyện trí não,en,/fɜː(ɹ)ðə(ɹ)/,https://api.dictionaryapi.dev/media/pronunciations/en/further-us.mp3,B1
future,The time or period of time following the moment of speaking or writing; time regarded as still to come,gelecek,She is planning for the future.,"noun, adjective",futuristic,"coming, prospective","past, present","near future, future plans",luyện trí não,en,/ˈfjuːt͡ʃə/,https://api.dictionaryapi.dev/media/pronunciations/en/future-us.mp3,A2
gain,"Obtain or secure (something desired, favorable, or profitable)",kazanmak,He gained a lot of experience from that job.,"verb, noun","gains, gaining, gained","acquire, obtain","lose, forfeit","gain experience, gain weight",nghề nghiệp,en,/ɡeɪn/,https://api.dictionaryapi.dev/media/pronunciations/en/gain-us.mp3,A1
game,"A form of play or sport, especially a competitive one played according to rules and decided by skill, strength, or luck",oyun,They played a fun game.,"noun, verb",games,"contest, match","work, task","board game, video game",luyện trí não,en,/ɡeɪm/,https://api.dictionaryapi.dev/media/pronunciations/en/game-us.mp3,A1
gap,A break or hole in an object or between two objects,boşluk,There is a gap in the fence.,"noun, verb",gaps,"opening, space","closure, seal","gap year, generation gap",khác,en,/ɡæp/,https://api.dictionaryapi.dev/media/pronunciations/en/gap-au.mp3,A1
garage,A building for housing a motor vehicle or vehicles,garaj,The car is parked in the garage.,"noun, verb",garages,"carport, shelter",none,"double garage, attached garage",du lịch,en,/ɡəˈɹɑː(d)ʒ/,https://api.dictionaryapi.dev/media/pronunciations/en/garage-au.mp3,A2
garbage,Waste material; refuse,çöp,Please take out the garbage.,"noun, verb",garbage,"trash, waste",none,"garbage can, take out the garbage",khác,en,/ˈɡɑːbɪd͡ʒ/,https://api.dictionaryapi.dev/media/pronunciations/en/garbage-us.mp3,B1
garden,"A piece of ground, often near a house, used for growing flowers, fruit, or vegetables",bahçe,She grows tomatoes in her garden.,"noun, verb",gardens,"yard, plot",none,"flower garden, vegetable garden",thức ăn,en,/ˈɡɑːdn̩/,https://api.dictionaryapi.dev/media/pronunciations/en/garden-au.mp3,A1
gas,"An air-like fluid substance which expands freely to fill any space available, irrespective of its quantity",gaz,Natural gas is used for heating.,"noun, verb",gases,"fuel, vapor","solid, liquid","natural gas, gas station",khác,en,/ɡæs/,https://api.dictionaryapi.dev/media/pronunciations/en/gas-us.mp3,A1
gate,"A hinged barrier used to close an opening in a wall, fence, or hedge",kapı,They installed a new gate at the entrance.,"noun, verb",gates,"entrance, doorway",none,"iron gate, main gate",khác,en,/ɡeɪt/,https://api.dictionaryapi.dev/media/pronunciations/en/gate-au.mp3,A1
gather,Come together; assemble or accumulate,toplamak,They gathered around the table.,"verb, noun","gathers, gathering, gathered","collect, assemble","disperse, scatter","gather information, gather around",khác,en,/ˈɡæðə/,https://api.dictionaryapi.dev/media/pronunciations/en/gather-us.mp3,A2
gear,Machinery or equipment that is used for a particular purpose,vites,He put on his hiking gear.,"noun, verb",gears,"equipment, apparatus",none,"sports gear, fishing gear",khác,en,/ɡɪə(ɹ)/,https://api.dictionaryapi.dev/media/pronunciations/en/gear-au.mp3,A1
general,"Affecting or concerning all or most people, places, or things; widespread",genel,There was a general consensus.,"adjective, noun",generally,"common, widespread","specific, particular","general consensus, general public",khác,en,/ˈd͡ʒɛnɹəl/,https://api.dictionaryapi.dev/media/pronunciations/en/general-us.mp3,B1
generally,In most cases; usually,genellikle,"Generally, people are friendly.",adverb,generalize,"usually, typically","rarely, seldom","generally speaking, generally accepted",khác,en,/d͡ʒɛn.əɹ.ə.li/,https://api.dictionaryapi.dev/media/pronunciations/en/generally-us.mp3,B2
generate,Produce or create,üretmek,The machine generates electricity.,"verb, noun","generates, generating, generated","produce, create","destroy, annihilate","generate power, generate interest",khác,en,/ˈdʒɛn.əɹ.eɪt/,https://api.dictionaryapi.dev/media/pronunciations/en/generate-us.mp3,B2
generation,"All of the people born and living at about the same time, regarded collectively",nesil,This generation is tech-savvy.,"noun, verb",generations,"cohort, age group",none,"younger generation, next generation",văn hóa,en,/ˌd͡ʒɛnəˈɹeɪʃən/,https://api.dictionaryapi.dev/media/pronunciations/en/generation-us.mp3,B2
generous,"Showing a readiness to give more of something, especially money, than is strictly necessary or expected",cömert,She is very generous with her time.,"adjective, noun",generously,"charitable, open-handed","stingy, selfish","generous donation, generous with",trường học,en,/ˈdʒɛn(ə)ɹəs/,https://api.dictionaryapi.dev/media/pronunciations/en/generous-us.mp3,B1
gentle,"Having or showing a mild, kind, or tender temperament or character",nazik,He has a gentle demeanor.,"adjective, verb","gentler, gentlest","kind, tender","harsh, rough","gentle touch, gentle approach",khác,en,/ˈdʒɛntl̩/,https://api.dictionaryapi.dev/media/pronunciations/en/gentle-us.mp3,A2
gentleman,"A chivalrous, courteous, or honorable man",centilmen,He is a true gentleman.,"noun, verb",gentlemen,"honorable man, nobleman",none,"true gentleman, perfect gentleman",khác,en,/ˈdʒɛn.təl.mən/,https://api.dictionaryapi.dev/media/pronunciations/en/gentleman-au.mp3,B2
genuine,Truly what something is said to be; authentic,gerçek,The signature is genuine.,"adjective, noun",genuinely,"authentic, real","fake, counterfeit","genuine article, genuine interest",khác,en,/ˈdʒɛnjuːˌaɪn/,https://api.dictionaryapi.dev/media/pronunciations/en/genuine-us.mp3,B1
geography,"The study of the physical features of the earth and its atmosphere, and of human activity as it affects and is affected by these, including the distribution of populations and resources and political and economic activities",coğrafya,She studied geography in college.,"noun, verb",geographies,"earth science, study of the earth",none,"physical geography, human geography",trường học,en,/dʒɪˈɒɡɹəfi/,https://api.dictionaryapi.dev/media/pronunciations/en/geography-us.mp3,A2
get,Come to have or hold (something); receive,almak,He got a new job.,"verb, noun","gets, getting, got","receive, obtain","give, lose","get something, get ready",nghề nghiệp,en,/ɡɛt/,https://api.dictionaryapi.dev/media/pronunciations/en/get-us.mp3,A1
giant,An imaginary or mythical being of human form but superhuman size,dev,The story featured a giant.,"noun, adjective",giants,"colossus, behemoth","dwarf, tiny","giant tree, giant corporation",văn hóa,en,/ˈdʒaɪ.ənt/,https://api.dictionaryapi.dev/media/pronunciations/en/giant-us.mp3,A2
gift,A thing given willingly to someone without payment; a present,hediye,She received a beautiful gift.,"noun, verb",gifts,"present, offering",none,"birthday gift, special gift",khác,en,/ɡɪft/,https://api.dictionaryapi.dev/media/pronunciations/en/gift-us.mp3,A1
girl,A female child,kız,The girl is playing in the park.,"noun, verb",girls,"female child, lass",boy,"little girl, young girl",khác,en,/ɡɵːl/,https://api.dictionaryapi.dev/media/pronunciations/en/girl-us.mp3,A1
girlfriend,A regular female companion with whom a person has a romantic or sexual relationship,kız arkadaş,He went to the movies with his girlfriend.,"noun, verb",girlfriends,"partner, companion",none,"current girlfriend, former girlfriend",văn hóa,en,/ˈɡɜːlfɹɛnd/,https://api.dictionaryapi.dev/media/pronunciations/en/girlfriend-us.mp3,B2
give,Freely transfer the possession of (something) to (someone),vermek,Please give me the book.,"verb, noun","gives, giving, gave","donate, present","take, receive","give a gift, give advice",trường học,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=give&tl=en&client=tw-ob,A1
glad,Feeling pleasure or happiness,memnun,I am glad you came.,"adjective, verb","gladder, gladdest","happy, pleased","sad, unhappy","glad to see, glad you",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=glad&tl=en&client=tw-ob,A1
glass,"A hard, brittle substance, typically transparent or translucent, made by fusing sand with soda, lime, and sometimes other ingredients and cooling rapidly",cam,The glass window was clear.,"noun, verb",glasses,"crystal, vitreous material",none,"glass of water, glass window",thức ăn,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=glass&tl=en&client=tw-ob,A2
global,Relating to the whole world; worldwide,küresel,They discussed global issues.,"adjective, noun",globally,"worldwide, universal","local, regional","global warming, global economy",luyện trí não,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=global&tl=en&client=tw-ob,B1
glove,A covering for the hand worn for protection against cold or dirt and typically having separate parts for each finger and the thumb,eldiven,She wore gloves to keep her hands warm.,"noun, verb",gloves,"mitt, mitten",bare hand,"pair of gloves, wear gloves",thức ăn,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=glove&tl=en&client=tw-ob,A2
glue,An adhesive substance used for sticking objects or materials together,yapıştırıcı,He used glue to fix the broken vase.,"noun, verb",glues,"adhesive, paste",solvent,"apply glue, glue the pieces",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=glue&tl=en&client=tw-ob,A1
go,Move from one place to another; travel,gitmek,They decided to go on a trip.,"verb, noun","goes, going, went","travel, move","stay, remain","go away, go home",du lịch,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=go&tl=en&client=tw-ob,A1
goal,The object of a person's ambition or effort; an aim or desired result,hedef,Her goal is to become a doctor.,"noun, verb",goals,"objective, aim",aimlessness,"set a goal, achieve a goal",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=goal&tl=en&client=tw-ob,B1
god,"The supreme being, creator, and principal object of faith in religions such as Christianity, Islam, and Judaism",tanrı,They prayed to God.,"noun, verb",gods,"deity, divinity",none,"believe in God, pray to God",văn hóa,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=god&tl=en&client=tw-ob,A1
gold,"A yellow precious metal, the chemical element of atomic number 79, valued especially for use in jewelry and decoration, and to guarantee the value of currencies",altın,The ring is made of gold.,"noun, adjective",golden,"precious metal, aurum",none,"gold coin, gold jewelry",văn hóa,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=gold&tl=en&client=tw-ob,A1
good,To be desired or approved of,iyi,She is a good person.,"adjective, noun",goodness,"virtuous, well","bad, evil","good person, good job",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=good&tl=en&client=tw-ob,A1
goodbye,An acknowledgment or expression of goodwill at parting,elveda,They said goodbye before leaving.,"noun, verb",goodbyes,"farewell, adieu","hello, greeting","say goodbye, bid farewell",luyện trí não,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=goodbye&tl=en&client=tw-ob,A1
goods,Merchandise or possessions,mallar,The store sells various goods.,"noun, verb",goods,"merchandise, products",none,"consumer goods, goods and services",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=goods&tl=en&client=tw-ob,A2
govern,"Conduct the policy, actions, and affairs of (a state, organization, or people) with authority",yönetmek,The president governs the country.,"verb, noun","governs, governing, governed","rule, lead","follow, obey","govern a country, govern with authority",du lịch,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=govern&tl=en&client=tw-ob,A2
government,"The governing body of a nation, state, or community",hükümet,The government announced new policies.,"noun, verb",governments,"administration, authority",none,"local government, federal government",văn hóa,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=government&tl=en&client=tw-ob,B1
governor,The elected executive head of a state of the US,vali,The governor attended the ceremony.,"noun, verb",governors,"chief, head",none,"state governor, governor's mansion",văn hóa,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=governor&tl=en&client=tw-ob,B1
grab,Grasp or seize suddenly and roughly,kapmak,She grabbed her bag and left.,"verb, noun","grabs, grabbing, grabbed","seize, snatch","release, let go","grab quickly, grab hold of",du lịch,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=grab&tl=en&client=tw-ob,A1
grade,"A particular level of rank, quality, proficiency, or value",derece,He received a high grade on his test.,"noun, verb",grades,"rank, level",none,"high grade, grade level",trường học,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=grade&tl=en&client=tw-ob,A2
gradual,Taking place or progressing slowly or by degrees,kademeli,There was a gradual increase in temperature.,"adjective, noun",gradually,"progressive, slow","sudden, abrupt","gradual change, gradual increase",trường học,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=gradual&tl=en&client=tw-ob,B1
gradually,In a gradual way; slowly; by degrees,yavaş yavaş,The weather improved gradually.,adverb,gradualness,"steadily, progressively","suddenly, abruptly","gradually improve, gradually increase",trường học,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=gradually&tl=en&client=tw-ob,B2
grain,Wheat or any other cultivated cereal crop used as food,tahıl,The farmer harvested the grain.,"noun, verb",grains,"cereal, seed",none,"grain of wheat, grain harvest",thức ăn,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=grain&tl=en&client=tw-ob,A2
grand,"Magnificent and imposing in appearance, size, or style",büyük,The palace was grand and majestic.,"adjective, noun","grander, grandest","magnificent, splendid","humble, modest","grand building, grand idea",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=grand&tl=en&client=tw-ob,A2
grandchild,A child of one's son or daughter,torun,She loves her grandchildren.,"noun, verb",grandchildren,"offspring, descendant","ancestor, forebear","first grandchild, love grandchild",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=grandchild&tl=en&client=tw-ob,B2
granddaughter,A daughter of one's son or daughter,torun kız,Her granddaughter is very talented.,"noun, verb",granddaughters,"offspring, descendant","ancestor, forebear","granddaughter's birthday, young granddaughter",luyện trí não,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=granddaughter&tl=en&client=tw-ob,C1
grandfather,The father of one's father or mother,büyükbaba,Her grandfather told fascinating stories.,"noun, verb",grandfathers,"granddad, grandpa",none,"maternal grandfather, paternal grandfather",thức ăn,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=grandfather&tl=en&client=tw-ob,A2
grandmother,The mother of one's father or mother,büyükanne,She visited her grandmother every summer.,"noun, verb",grandmothers,"grandma, granny",none,"maternal grandmother, paternal grandmother",du lịch,en,/ˈɡɹæn(d)ˌmʌðə(r)/,https://api.dictionaryapi.dev/media/pronunciations/en/grandmother-uk.mp3,A2
grandparent,A parent of one's father or mother; a grandmother or grandfather,büyükanne ve büyükbaba,Her grandparents are visiting for the holidays.,"noun, verb",grandparents,"ancestor, forebear",none,"maternal grandparent, paternal grandparent",du lịch,en,/ˈɡɹæn(d)pæɹənt/,https://translate.google.com/translate_tts?ie=UTF-8&q=grandparent&tl=en&client=tw-ob,B2
grandson,A son of one's son or daughter,torun erkek,Her grandson is learning to walk.,"noun, verb",grandsons,"descendant, heir","ancestor, forebear","first grandson, eldest grandson",trường học,en,/ˈɡɹæn(d)sʌn/,https://api.dictionaryapi.dev/media/pronunciations/en/grandson-us.mp3,B1
grant,Agree to give or allow (something requested) to,vermek,The scholarship was granted to her.,"verb, noun","grants, granting, granted","allow, bestow","deny, refuse","grant permission, grant a scholarship",trường học,en,/ɡɹɑːnt/,https://api.dictionaryapi.dev/media/pronunciations/en/grant-us.mp3,A2
grass,"Vegetation consisting of typically short plants with long, narrow leaves, growing wild or cultivated on lawns and pasture, and as a fodder crop",çim,The lawn is covered with grass.,"noun, verb",grasses,"lawn, turf",none,"cut the grass, green grass",văn hóa,en,[ɡɹ̠äːs],https://api.dictionaryapi.dev/media/pronunciations/en/grass-uk.mp3,A2
grateful,Feeling or showing an appreciation of kindness; thankful,minnettar,I am grateful for your help.,"adjective, verb",gratefully,"thankful, appreciative","ungrateful, thankless","feel grateful, grateful for",nghề nghiệp,en,/ˈɡɹeɪtfəl/,https://api.dictionaryapi.dev/media/pronunciations/en/grateful-us.mp3,B1
grave,"A place of burial for a dead body, typically a hole dug in the ground and marked by a stone or mound",mezar,They visited the graves of their ancestors.,"noun, verb",graves,"tomb, burial site",none,"grave site, grave marker",du lịch,en,/ɡɹeɪv/,https://api.dictionaryapi.dev/media/pronunciations/en/grave-us.mp3,A2
great,"Of an extent, amount, or intensity considerably above the normal or average",büyük,She has a great idea.,"adjective, noun","greater, greatest","big, large","small, little","great idea, great job",văn hóa,en,/ɡɹeɪt/,https://api.dictionaryapi.dev/media/pronunciations/en/great-us.mp3,A2
greatly,By a considerable amount; very much,büyük ölçüde,The team's performance has improved greatly.,adverb,greatness,"considerably, significantly","slightly, minimally","improve greatly, increase greatly",luyện trí não,en,/ˈɡɹeɪtli/,https://api.dictionaryapi.dev/media/pronunciations/en/greatly-us.mp3,B1
green,Of the color between blue and yellow in the spectrum; colored like grass or emeralds,yeşil,The leaves are green in summer.,"adjective, noun","greener, greenest","verdant, emerald","dry, barren","green leaves, green grass",khác,en,/ɡɹiːn/,https://api.dictionaryapi.dev/media/pronunciations/en/green-au.mp3,A1
greet,Give a polite word or sign of welcome or recognition to (someone) on meeting,selamlamak,They greeted each other warmly.,"verb, noun","greets, greeting, greeted","welcome, salute","ignore, shun","greet warmly, greet with",nghề nghiệp,en,/ɡɹiːt/,https://api.dictionaryapi.dev/media/pronunciations/en/greet-us.mp3,A2
grey,"Of a color intermediate between black and white, as of ashes or an overcast sky",gri,The sky was grey and cloudy.,"adjective, noun","greyer, greyest","ash-colored, silver","vivid, bright","grey sky, grey hair",khác,en,/ɡɹeɪ/,https://api.dictionaryapi.dev/media/pronunciations/en/grey-uk.mp3,A1
ground,The solid surface of the earth,zemin,The ground was wet after the rain.,"noun, verb",grounds,"earth, soil","sky, air","fall to the ground, on the ground",khác,en,/ɡɹaʊnd/,https://api.dictionaryapi.dev/media/pronunciations/en/ground-au.mp3,A1
group,"A number of people or things that are located, gathered, or classed together",grup,They formed a study group.,"noun, verb",groups,"collection, set","individual, single","study group, group of friends",trường học,en,/ɡɹuːp/,https://translate.google.com/translate_tts?ie=UTF-8&q=group&tl=en&client=tw-ob,A1
grow,Of a living thing) undergo natural development by increasing in size and changing physically; progress to maturity,büyümek,Children grow quickly.,"verb, noun","grows, growing, grew","increase, develop","shrink, decrease","grow fast, grow old",luyện trí não,en,/ɡɹəʊ/,https://api.dictionaryapi.dev/media/pronunciations/en/grow-us.mp3,A1
growth,The process of increasing in physical size,büyüme,The company has seen rapid growth.,"noun, verb",growths,"increase, expansion","decline, reduction","economic growth, growth rate",nghề nghiệp,en,/ɡɹəʊθ/,https://api.dictionaryapi.dev/media/pronunciations/en/growth-us.mp3,B1
guarantee,"A formal assurance (typically in writing) that certain conditions will be fulfilled, especially that a product will be repaired or replaced if not of a specified quality",garanti,The product comes with a money-back guarantee.,"noun, verb","guarantees, guaranteeing, guaranteed","warranty, assurance","uncertainty, doubt","money-back guarantee, product guarantee",nghề nghiệp,en,/ˌɡæɹənˈtiː/,https://translate.google.com/translate_tts?ie=UTF-8&q=guarantee&tl=en&client=tw-ob,B2
guard,Watch over in order to protect or control,korumak,The guard checked everyone's ID.,"verb, noun",guards,"protect, watch","ignore, neglect","security guard, guard against",khác,en,/ɡɑːd/,https://api.dictionaryapi.dev/media/pronunciations/en/guard-au.mp3,A2
guess,Estimate or suppose (something) without sufficient information to be sure of being correct,tahmin etmek,Can you guess the answer?,"verb, noun","guesses, guessing, guessed","estimate, suppose","know, ascertain","wild guess, educated guess",trường học,en,/ɡɛs/,https://api.dictionaryapi.dev/media/pronunciations/en/guess-us.mp3,A2
guest,A person who is invited to visit someone's home or attend a particular social occasion,misafir,She welcomed her guests warmly.,"noun, verb",guests,"visitor, invitee","host, resident","welcome guest, honored guest",du lịch,en,/ɡɛst/,https://api.dictionaryapi.dev/media/pronunciations/en/guest-us.mp3,A2
guide,A person who advises or shows the way to others,rehber,The guide led us through the museum.,"noun, verb","guides, guiding, guided","escort, mentor","follower, misguide","tour guide, guide book",du lịch,en,/ɡaɪd/,https://api.dictionaryapi.dev/media/pronunciations/en/guide-us.mp3,B1
guilty,Culpable of or responsible for a specified wrongdoing,suçlu,He felt guilty about the lie.,"adjective, verb","guiltier, guiltiest","culpable, at fault","innocent, blameless","feel guilty, guilty of",trường học,en,/ˈɡɪl.ti/,https://api.dictionaryapi.dev/media/pronunciations/en/guilty-us.mp3,A2
habit,"A settled or regular tendency or practice, especially one that is hard to give up",alışkanlık,She has a habit of biting her nails.,"noun, verb",habits,"custom, practice",none,"bad habit, break a habit",luyện trí não,en,/ˈhæbət/,https://api.dictionaryapi.dev/media/pronunciations/en/habit-us.mp3,A2
hair,"Any of the fine threadlike strands growing from the skin of humans, mammals, and some other animals",saç,Her hair is long and curly.,"noun, verb",hairs,"locks, tresses",baldness,"curly hair, hair color",khác,en,/heː/,https://api.dictionaryapi.dev/media/pronunciations/en/hair-uk.mp3,A2
hairdresser,"A person whose job is to cut, wash, and style hair",kuaför,She works as a hairdresser.,"noun, verb",hairdressers,"barber, stylist",none,"professional hairdresser, visit hairdresser",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=hairdresser&tl=en&client=tw-ob,B2
half,Either of two equal or corresponding parts into which something is or can be divided,yarım,Cut the apple in half.,"noun, adjective",halves,"part, portion","whole, entire","cut in half, half full",khác,en,/hɑːf/,https://translate.google.com/translate_tts?ie=UTF-8&q=half&tl=en&client=tw-ob,A2
hall,The room or space just inside the front entrance of a house or apartment,salon,They waited in the hall.,"noun, verb",halls,"entrance, foyer",none,"hall of residence, school hall",khác,en,/hɔːl/,https://api.dictionaryapi.dev/media/pronunciations/en/hall-us.mp3,A1
hammer,"A tool with a heavy metal head mounted at right angles at the end of a handle, used for jobs such as breaking things and driving in nails",çekiç,He used a hammer to fix the chair.,"noun, verb",hammers,"mallet, sledgehammer",none,"hammer a nail, heavy hammer",nghề nghiệp,en,/ˈhæm.ə(ɹ)/,https://api.dictionaryapi.dev/media/pronunciations/en/hammer-uk.mp3,A2
hand,"The end part of a person's arm beyond the wrist, including the palm, fingers, and thumb",el,She held the baby in her hand.,"noun, verb",hands,"palm, digits",foot,"shake hands, lend a hand",khác,en,/hænd/,https://api.dictionaryapi.dev/media/pronunciations/en/hand-uk.mp3,A1
handful,A small number or amount,avuç dolusu,She took a handful of candies.,"noun, adjective",handfuls,"few, some","many, numerous","handful of, grab a handful",khác,en,/ˈhæn(d)fəl/,https://api.dictionaryapi.dev/media/pronunciations/en/handful-us.mp3,B1
handle,"The part by which a thing is held, carried, or controlled",sap,He turned the handle to open the door.,"noun, verb",handles,"grip, hold",none,"turn the handle, handle with care",du lịch,en,/ˈhæn.dl/,https://api.dictionaryapi.dev/media/pronunciations/en/handle-au.mp3,B1
handsome,"Good-looking, especially of a man",yakışıklı,He is a handsome young man.,"adjective, noun","handsomer, handsomest","attractive, good-looking","ugly, unattractive","handsome face, handsome man",khác,en,/ˈhæn.səm/,https://api.dictionaryapi.dev/media/pronunciations/en/handsome-uk.mp3,B1
handwriting,Writing with a pen or pencil,el yazısı,Her handwriting is very neat.,"noun, verb",handwritings,"script, writing",typing,"neat handwriting, poor handwriting",trường học,en,/ˈhændɹaɪtɪŋ/,https://translate.google.com/translate_tts?ie=UTF-8&q=handwriting&tl=en&client=tw-ob,B2
hang,Suspend or be suspended from above with the lower part dangling free,asmak,They hang the clothes to dry.,"verb, noun","hangs, hanging, hung","suspend, dangle","drop, lower","hang clothes, hang up",khác,en,[heɪŋ],https://api.dictionaryapi.dev/media/pronunciations/en/hang-us.mp3,A1
happen,Take place; occur,olmak,What will happen next?,"verb, noun","happens, happening, happened","occur, take place","prevent, stop","happen to, what will happen",khác,en,/ˈhæpən/,https://api.dictionaryapi.dev/media/pronunciations/en/happen-us.mp3,A2
happiness,The state of being happy,mutluluk,Her happiness was evident.,"noun, verb",happinesses,"joy, delight","sadness, sorrow","bring happiness, pure happiness",khác,en,/ˈhæpinəs/,https://api.dictionaryapi.dev/media/pronunciations/en/happiness-us.mp3,B2
happy,Feeling or showing pleasure or contentment,mutlu,She was happy with her results.,"adjective, verb","happier, happiest","joyful, pleased","sad, unhappy","happy with, happy about",nghề nghiệp,en,/ˈhæpiː/,https://api.dictionaryapi.dev/media/pronunciations/en/happy-au.mp3,A1
harbor,A place on the coast where vessels may find shelter,liman,The ship entered the harbor.,"noun, verb",harbors,"port, dock",none,"safe harbor, enter the harbor",du lịch,en,/ˈhɑːbə/,https://api.dictionaryapi.dev/media/pronunciations/en/harbor-us.mp3,A2
hard,"Solid, firm, and resistant to pressure; not easily broken, bent, or pierced",sert,The ground was hard after the frost.,"adjective, noun",hardly,"solid, firm","soft, easy","hard surface, hard to",khác,en,/hɑːd/,https://api.dictionaryapi.dev/media/pronunciations/en/hard-us.mp3,A2
hardly,Scarcely (used to qualify a statement by saying that it is true to an insignificant degree),neredeyse hiç,She could hardly believe her eyes.,adverb,"harder, hardest","barely, scarcely","easily, clearly","hardly ever, hardly any",trường học,en,/ˈhɑːdli/,https://api.dictionaryapi.dev/media/pronunciations/en/hardly-us.mp3,A2
hardware,"Tools, machinery, and other durable equipment",donanım,He works in a hardware store.,noun,hardwares,"equipment, tools",software,"computer hardware, hardware store",nghề nghiệp,en,/ˈhɑːdˌwɛə/,https://api.dictionaryapi.dev/media/pronunciations/en/hardware-us.mp3,B1
harm,"Physical injury, especially that which is deliberately inflicted",zarar,The accident caused serious harm.,"noun, verb",harms,"injury, damage","benefit, repair","cause harm, serious harm",khác,en,/hɑːm/,https://api.dictionaryapi.dev/media/pronunciations/en/harm-us.mp3,B1
harmful,Causing or likely to cause harm,zararlı,Smoking is harmful to your health.,"adjective, noun",harmfully,"dangerous, detrimental","beneficial, harmless","harmful effects, harmful to",khác,en,/ˈhɑːmfl̩/,https://api.dictionaryapi.dev/media/pronunciations/en/harmful-us.mp3,B1
harmless,Not able or likely to cause harm,zararsız,The spider is harmless.,"adjective, noun",harmlessly,"innocuous, safe","harmful, dangerous","completely harmless, relatively harmless",khác,en,/ˈhɑːmləs/,https://api.dictionaryapi.dev/media/pronunciations/en/harmless-us.mp3,B1
